OrderID,CustomerID,OrderDate,RestaurantType,MenuCategory,ItemName,Quantity,UnitPrice,TotalPrice,PaymentMethod,TableNumber,DayOfWeek,TimeOfDay,SpecialRequest,ServerName
2619,C117,2025-03-19,Takeaway,Food,Grilled Chicken,2,19.01,38.02,Mobile Payment,N/A,Wednesday,Breakfast,Gluten-free,does not report
2620,C120,2025-02-18,Takeaway,Beverage,Mineral Water,3,16.04,48.12,Card,N/A,Tuesday,Dinner,None,does not report
2621,C120,2025-11-17,Dine-In,Food,Beef Burger,2,19.66,39.32,Card,10,Monday,Breakfast,Extra napkins,Juan
2622,C120,2025-10-03,Delivery,Beverage,Cappuccino,3,18.74,56.22,Mobile Payment,N/A,Friday,Dinner,Extra napkins,does not report
2623,C120,2025-06-11,Takeaway,Beverage,Fresh Orange Juice,2,11.87,23.74,Mobile Payment,N/A,Wednesday,Breakfast,No onions,does not report
2624,C120,2025-08-04,Takeaway,Beverage,Green Smoothie,3,17.26,51.78,Card,N/A,Monday,Dinner,No onions,does not report
2625,C120,2025-12-04,Dine-In,Beverage,Mojito,3,17.64,52.92,Mobile Payment,12,Thursday,Dinner,None,Carlos
2626,C120,2025-03-20,Takeaway,Beverage,Fresh Orange Juice,2,15.12,30.24,Cash,N/A,Thursday,Lunch,No onions,does not report
2627,C120,2025-05-27,Delivery,Beverage,Green Smoothie,2,19.95,39.9,Mobile Payment,N/A,Tuesday,Lunch,Gluten-free,does not report
2628,C120,2025-04-29,Delivery,Beverage,Fresh Orange Juice,4,17.42,69.68,Card,N/A,Tuesday,Dinner,Gluten-free,does not report
2629,C120,2025-09-10,Dine-In,Beverage,Green Smoothie,4,17.26,69.04,Card,25,Wednesday,Dinner,None,Carlos
2630,C120,2025-01-08,Takeaway,Food,Grilled Chicken,4,12.25,49.0,Card,N/A,Wednesday,Dinner,Gluten-free,does not report
2631,C120,2025-08-12,Dine-In,Beverage,Mineral Water,2,13.18,26.36,Card,23,Tuesday,Lunch,None,Ana
2632,C120,2025-09-25,Dine-In,Beverage,Iced Tea,2,14.0,28.0,Mobile Payment,12,Thursday,Lunch,None,Miguel
2633,C120,2025-02-24,Takeaway,Food,Veggie Sandwich,4,12.53,50.12,Mobile Payment,N/A,Monday,Breakfast,None,does not report
2634,C120,2025-10-20,Takeaway,Food,Sushi Roll,4,16.11,64.44,Card,N/A,Monday,Breakfast,Less sugar,does not report
2635,C120,2025-10-29,Takeaway,Beverage,Cappuccino,4,15.8,63.2,Cash,N/A,Wednesday,Lunch,None,does not report
2636,C120,2025-08-12,Dine-In,Food,Margherita Pizza,2,18.58,37.16,Cash,5,Tuesday,Dinner,None,Valeria
2637,C120,2025-08-08,Takeaway,Beverage,Cappuccino,3,19.33,57.99,Cash,N/A,Friday,Breakfast,No onions,does not report
2638,C120,2025-01-25,Dine-In,Food,Grilled Chicken,3,12.72,38.16,Cash,13,Saturday,Lunch,Less sugar,Miguel
2639,C120,2025-03-09,Delivery,Beverage,Latte,3,15.13,45.39,Cash,N/A,Sunday,Breakfast,Extra napkins,does not report
2640,C120,2025-05-29,Dine-In,Food,Margherita Pizza,4,12.33,49.32,Card,26,Thursday,Lunch,Gluten-free,Miguel
2641,C120,2025-04-02,Dine-In,Beverage,Iced Tea,3,14.06,42.18,Card,25,Wednesday,Lunch,Less sugar,Valeria
2642,C120,2025-03-25,Dine-In,Beverage,Iced Tea,3,14.0,42.0,Cash,27,Tuesday,Breakfast,None,Miguel
2643,C120,2025-11-13,Dine-In,Beverage,Fresh Orange Juice,3,17.12,51.36,Card,25,Thursday,Lunch,Less sugar,Valeria
2644,C120,2025-03-12,Delivery,Food,Grilled Chicken,2,13.2,26.4,Mobile Payment,N/A,Wednesday,Lunch,Extra napkins,does not report
2645,C123,2025-09-24,Dine-In,Food,Grilled Chicken,4,15.42,61.68,Mobile Payment,14,Wednesday,Dinner,Less sugar,Juan
2646,C123,2025-02-21,Delivery,Food,Grilled Chicken,4,19.01,76.04,Card,N/A,Friday,Dinner,None,does not report
2647,C123,2025-11-23,Dine-In,Food,Pasta Alfredo,3,15.89,47.67,Card,27,Sunday,Lunch,Extra napkins,Ana
2648,C123,2025-10-05,Takeaway,Beverage,Iced Tea,4,18.37,73.48,Mobile Payment,N/A,Sunday,Dinner,None,does not report
2649,C123,2025-07-29,Delivery,Beverage,Mojito,3,15.65,46.95,Card,N/A,Tuesday,Dinner,Less sugar,does not report
2650,C123,2025-08-27,Dine-In,Beverage,Cappuccino,4,18.98,75.92,Card,9,Wednesday,Lunch,None,Valeria
2651,C123,2025-05-05,Dine-In,Beverage,Fresh Orange Juice,4,13.94,55.76,Cash,16,Monday,Lunch,Extra napkins,Miguel
2652,C123,2025-06-19,Dine-In,Beverage,Cappuccino,3,19.07,57.21,Mobile Payment,28,Thursday,Dinner,None,Miguel
2653,C123,2025-12-30,Delivery,Food,Caesar Salad,4,16.35,65.4,Card,N/A,Tuesday,Lunch,None,does not report
2654,C123,2025-01-29,Dine-In,Beverage,Mineral Water,4,12.02,48.08,Mobile Payment,25,Wednesday,Breakfast,Less sugar,Ana
2655,C123,2025-04-22,Dine-In,Beverage,Mojito,2,17.63,35.26,Cash,18,Tuesday,Breakfast,Extra napkins,Ana
2656,C123,2025-07-25,Delivery,Food,Grilled Chicken,2,13.76,27.52,Cash,N/A,Friday,Dinner,Gluten-free,does not report
2657,C123,2025-07-17,Dine-In,Food,Beef Burger,2,19.88,39.76,Cash,27,Thursday,Lunch,None,Carlos
2658,C123,2025-11-29,Dine-In,Beverage,Fresh Orange Juice,2,16.79,33.58,Cash,6,Saturday,Dinner,None,Carlos
2659,C126,2025-05-26,Delivery,Food,Sushi Roll,3,18.22,54.66,Mobile Payment,N/A,Monday,Breakfast,None,does not report
2660,C126,2025-06-18,Delivery,Food,Veggie Sandwich,3,12.53,37.59,Card,N/A,Wednesday,Dinner,Less sugar,does not report
2661,C126,2025-02-21,Takeaway,Beverage,Fresh Orange Juice,4,12.17,48.68,Card,N/A,Friday,Lunch,Extra napkins,does not report
2662,C126,2025-04-23,Delivery,Food,Margherita Pizza,4,13.78,55.12,Cash,N/A,Wednesday,Breakfast,None,does not report
2663,C126,2025-07-01,Delivery,Beverage,Mojito,2,19.74,39.48,Mobile Payment,N/A,Tuesday,Lunch,None,does not report
2664,C126,2025-10-19,Dine-In,Beverage,Latte,2,15.13,30.26,Card,27,Sunday,Breakfast,Extra napkins,Miguel
2665,C126,2025-03-20,Dine-In,Beverage,Cappuccino,4,16.55,66.2,Mobile Payment,13,Thursday,Breakfast,No onions,Miguel
2666,C126,2025-09-03,Dine-In,Food,Margherita Pizza,4,13.39,53.56,Cash,18,Wednesday,Lunch,No onions,Carlos
2667,C126,2025-12-20,Dine-In,Food,Sushi Roll,3,16.11,48.33,Mobile Payment,11,Saturday,Lunch,No onions,Valeria
2668,C126,2025-08-03,Dine-In,Beverage,Mineral Water,2,13.18,26.36,Card,4,Sunday,Dinner,No onions,Juan
2669,C126,2025-01-17,Delivery,Food,Margherita Pizza,2,17.48,34.96,Card,N/A,Friday,Lunch,Less sugar,does not report
2670,C126,2025-04-15,Delivery,Beverage,Mojito,2,19.22,38.44,Cash,N/A,Tuesday,Lunch,Less sugar,does not report
2671,C126,2025-08-28,Dine-In,Food,Margherita Pizza,3,19.24,57.72,Card,15,Thursday,Lunch,Less sugar,Miguel
2672,C126,2025-01-26,Dine-In,Beverage,Cappuccino,4,16.76,67.04,Mobile Payment,24,Sunday,Dinner,None,Juan
2673,C126,2025-09-14,Delivery,Beverage,Green Smoothie,2,15.5,31.0,Card,N/A,Sunday,Lunch,Gluten-free,does not report
2674,C126,2025-07-26,Dine-In,Beverage,Mineral Water,4,14.04,56.16,Mobile Payment,18,Saturday,Breakfast,None,Miguel
2675,C126,2025-10-05,Delivery,Food,Beef Burger,3,18.39,55.17,Cash,N/A,Sunday,Lunch,Gluten-free,does not report
2676,C126,2025-01-19,Delivery,Food,Caesar Salad,2,16.35,32.7,Cash,N/A,Sunday,Dinner,None,does not report
2677,C127,2025-12-15,Dine-In,Beverage,Mineral Water,4,18.97,75.88,Cash,26,Monday,Breakfast,Extra napkins,Valeria
2678,C127,2025-08-06,Delivery,Beverage,Mojito,3,12.46,37.38,Mobile Payment,N/A,Wednesday,Breakfast,None,does not report
2679,C127,2025-05-29,Dine-In,Beverage,Mojito,2,14.35,28.7,Mobile Payment,8,Thursday,Dinner,Extra napkins,Ana
2680,C127,2025-11-03,Delivery,Food,Margherita Pizza,4,16.36,65.44,Mobile Payment,N/A,Monday,Breakfast,None,does not report
2681,C127,2025-02-12,Dine-In,Beverage,Mojito,4,17.63,70.52,Mobile Payment,1,Wednesday,Dinner,Less sugar,Miguel
2682,C127,2025-06-28,Takeaway,Food,Grilled Chicken,4,12.79,51.16,Mobile Payment,N/A,Saturday,Dinner,None,does not report
2683,C127,2025-09-15,Dine-In,Beverage,Mineral Water,3,13.96,41.88,Mobile Payment,24,Monday,Breakfast,None,Miguel
2684,C127,2025-04-02,Takeaway,Beverage,Mojito,2,12.44,24.88,Mobile Payment,N/A,Wednesday,Breakfast,None,does not report
2685,C127,2025-01-27,Dine-In,Food,Caesar Salad,4,15.45,61.8,Cash,23,Monday,Lunch,Extra napkins,Ana
2686,C127,2025-07-19,Delivery,Food,Beef Burger,4,19.93,79.72,Card,N/A,Saturday,Dinner,Extra napkins,does not report
2687,C127,2025-10-01,Dine-In,Beverage,Cappuccino,2,15.8,31.6,Mobile Payment,11,Wednesday,Lunch,None,Ana
2688,C127,2025-06-23,Dine-In,Beverage,Fresh Orange Juice,4,17.12,68.48,Mobile Payment,30,Monday,Lunch,Gluten-free,Miguel
2689,C127,2025-07-19,Dine-In,Beverage,Latte,2,15.54,31.08,Cash,27,Saturday,Lunch,Less sugar,Carlos
2690,C127,2025-05-09,Dine-In,Beverage,Green Smoothie,4,13.33,53.32,Card,4,Friday,Dinner,Extra napkins,Ana
2691,C127,2025-12-27,Dine-In,Beverage,Iced Tea,2,19.82,39.64,Mobile Payment,23,Saturday,Lunch,No onions,Juan
2692,C127,2025-07-28,Dine-In,Food,Caesar Salad,4,16.35,65.4,Card,25,Monday,Breakfast,No onions,Ana
2693,C127,2025-06-10,Takeaway,Food,Margherita Pizza,3,14.72,44.16,Mobile Payment,N/A,Tuesday,Dinner,Gluten-free,does not report
2694,C127,2025-01-10,Delivery,Food,Margherita Pizza,4,14.3,57.2,Card,N/A,Friday,Dinner,Less sugar,does not report
2695,C127,2025-04-10,Takeaway,Beverage,Fresh Orange Juice,3,19.52,58.56,Card,N/A,Thursday,Breakfast,Extra napkins,does not report
2696,C127,2025-05-20,Dine-In,Food,Margherita Pizza,2,15.66,31.32,Cash,22,Tuesday,Lunch,Less sugar,Valeria
2697,C127,2025-03-04,Dine-In,Food,Veggie Sandwich,4,18.04,72.16,Cash,13,Tuesday,Dinner,None,Ana
2698,C128,2025-11-21,Delivery,Food,Grilled Chicken,4,13.2,52.8,Cash,N/A,Friday,Breakfast,None,does not report
2699,C128,2025-06-17,Dine-In,Food,Sushi Roll,2,11.92,23.84,Mobile Payment,28,Tuesday,Dinner,Less sugar,Ana
2700,C128,2025-07-13,Dine-In,Beverage,Fresh Orange Juice,2,13.58,27.16,Cash,13,Sunday,Dinner,Extra napkins,Ana
2701,C128,2025-12-20,Dine-In,Food,Margherita Pizza,2,19.53,39.06,Mobile Payment,15,Saturday,Dinner,Less sugar,Juan
2702,C128,2025-03-18,Dine-In,Beverage,Cappuccino,2,13.68,27.36,Card,20,Tuesday,Breakfast,None,Carlos
2703,C128,2025-10-17,Takeaway,Beverage,Mineral Water,2,18.04,36.08,Mobile Payment,N/A,Friday,Dinner,Less sugar,does not report
2704,C128,2025-09-27,Dine-In,Food,Grilled Chicken,2,13.2,26.4,Cash,28,Saturday,Dinner,None,Miguel
2705,C128,2025-02-05,Dine-In,Beverage,Mineral Water,4,12.02,48.08,Card,28,Wednesday,Breakfast,Less sugar,Juan
2706,C128,2025-04-28,Delivery,Food,Margherita Pizza,3,13.78,41.34,Mobile Payment,N/A,Monday,Dinner,None,does not report
2707,C128,2025-01-06,Takeaway,Beverage,Latte,2,15.54,31.08,Cash,N/A,Monday,Dinner,Gluten-free,does not report
2708,C128,2025-08-01,Dine-In,Beverage,Cappuccino,2,14.85,29.7,Cash,16,Friday,Dinner,None,Carlos
2709,C128,2025-06-26,Delivery,Food,Sushi Roll,2,18.95,37.9,Mobile Payment,N/A,Thursday,Lunch,Less sugar,does not report
2710,C128,2025-03-16,Dine-In,Beverage,Mineral Water,4,18.1,72.4,Mobile Payment,28,Sunday,Breakfast,None,Valeria
2711,C128,2025-07-31,Dine-In,Beverage,Latte,2,17.34,34.68,Mobile Payment,22,Thursday,Dinner,None,Miguel
2712,C128,2025-10-19,Dine-In,Food,Sushi Roll,4,11.92,47.68,Card,25,Sunday,Lunch,Less sugar,Miguel
2713,C128,2025-12-01,Dine-In,Beverage,Iced Tea,4,16.16,64.64,Mobile Payment,18,Monday,Dinner,None,Carlos
2714,C128,2025-04-27,Delivery,Beverage,Cappuccino,4,15.5,62.0,Mobile Payment,N/A,Sunday,Breakfast,None,does not report
2715,C128,2025-08-30,Dine-In,Beverage,Green Smoothie,3,18.0,54.0,Mobile Payment,19,Saturday,Lunch,None,Juan
2716,C128,2025-10-24,Takeaway,Food,Caesar Salad,4,15.64,62.56,Mobile Payment,N/A,Friday,Lunch,Gluten-free,does not report
2717,C128,2025-07-04,Takeaway,Beverage,Latte,3,12.39,37.17,Mobile Payment,N/A,Friday,Lunch,None,does not report
2718,C128,2025-01-16,Delivery,Food,Grilled Chicken,2,15.37,30.74,Card,N/A,Thursday,Lunch,Less sugar,does not report
2719,C128,2025-01-26,Delivery,Food,Veggie Sandwich,4,17.83,71.32,Cash,N/A,Sunday,Lunch,Less sugar,does not report
2720,C128,2025-06-23,Delivery,Beverage,Fresh Orange Juice,2,17.79,35.58,Mobile Payment,N/A,Monday,Lunch,None,does not report
2721,C128,2025-12-14,Delivery,Food,Sushi Roll,3,13.2,39.6,Cash,N/A,Sunday,Dinner,Gluten-free,does not report
2722,C139,2025-06-17,Dine-In,Food,Caesar Salad,4,16.6,66.4,Mobile Payment,20,Tuesday,Dinner,Extra napkins,Valeria
2723,C139,2025-01-18,Dine-In,Food,Margherita Pizza,4,17.83,71.32,Cash,2,Saturday,Lunch,Less sugar,Ana
2724,C139,2025-07-03,Delivery,Beverage,Iced Tea,2,19.74,39.48,Cash,N/A,Thursday,Dinner,None,does not report
2725,C139,2025-03-19,Dine-In,Food,Grilled Chicken,3,19.41,58.23,Mobile Payment,30,Wednesday,Breakfast,Extra napkins,Valeria
2726,C139,2025-05-04,Delivery,Beverage,Iced Tea,2,17.7,35.4,Card,N/A,Sunday,Lunch,None,does not report
2727,C139,2025-02-15,Delivery,Food,Pasta Alfredo,4,14.3,57.2,Cash,N/A,Saturday,Lunch,No onions,does not report
2728,C139,2025-11-11,Takeaway,Food,Veggie Sandwich,3,15.38,46.14,Cash,N/A,Tuesday,Dinner,Less sugar,does not report
2729,C139,2025-10-16,Takeaway,Beverage,Fresh Orange Juice,3,16.8,50.4,Cash,N/A,Thursday,Breakfast,Less sugar,does not report
2730,C139,2025-08-01,Delivery,Beverage,Fresh Orange Juice,3,12.17,36.51,Mobile Payment,N/A,Friday,Lunch,None,does not report
2731,C139,2025-04-04,Delivery,Food,Beef Burger,4,13.99,55.96,Cash,N/A,Friday,Breakfast,None,does not report
2732,C139,2025-12-19,Delivery,Food,Veggie Sandwich,2,12.31,24.62,Card,N/A,Friday,Breakfast,Gluten-free,does not report
2733,C139,2025-07-25,Delivery,Food,Margherita Pizza,3,12.08,36.24,Mobile Payment,N/A,Friday,Dinner,No onions,does not report
2734,C139,2025-01-04,Takeaway,Beverage,Fresh Orange Juice,3,19.52,58.56,Cash,N/A,Saturday,Lunch,None,does not report
2735,C139,2025-08-12,Dine-In,Food,Margherita Pizza,4,14.3,57.2,Cash,2,Tuesday,Dinner,Less sugar,Ana
2736,C139,2025-06-07,Delivery,Beverage,Green Smoothie,4,15.5,62.0,Card,N/A,Saturday,Dinner,Gluten-free,does not report
2737,C139,2025-05-05,Dine-In,Beverage,Cappuccino,3,16.76,50.28,Cash,10,Monday,Breakfast,Less sugar,Juan
2738,C139,2025-04-02,Delivery,Beverage,Green Smoothie,2,16.92,33.84,Mobile Payment,N/A,Wednesday,Dinner,Gluten-free,does not report
2739,C139,2025-06-18,Dine-In,Food,Pasta Alfredo,4,18.49,73.96,Cash,26,Wednesday,Lunch,Extra napkins,Valeria
2740,C139,2025-04-22,Takeaway,Beverage,Fresh Orange Juice,3,16.8,50.4,Cash,N/A,Tuesday,Breakfast,Gluten-free,does not report
2741,C139,2025-10-09,Dine-In,Beverage,Iced Tea,3,19.74,59.22,Cash,11,Thursday,Breakfast,None,Juan
2742,C139,2025-02-07,Takeaway,Beverage,Mojito,2,17.64,35.28,Cash,N/A,Friday,Dinner,Extra napkins,does not report
2743,C139,2025-03-12,Dine-In,Food,Caesar Salad,4,15.64,62.56,Cash,30,Wednesday,Breakfast,None,Valeria
2744,C139,2025-10-18,Delivery,Food,Margherita Pizza,3,12.08,36.24,Mobile Payment,N/A,Saturday,Lunch,Gluten-free,does not report
2745,C139,2025-08-04,Takeaway,Beverage,Iced Tea,4,16.66,66.64,Mobile Payment,N/A,Monday,Dinner,None,does not report
2746,C139,2025-01-02,Dine-In,Food,Caesar Salad,3,15.92,47.76,Cash,8,Thursday,Dinner,None,Carlos
2747,C142,2025-03-17,Dine-In,Food,Caesar Salad,2,18.29,36.58,Cash,4,Monday,Lunch,Gluten-free,Juan
2748,C142,2025-01-06,Takeaway,Beverage,Fresh Orange Juice,3,13.58,40.74,Mobile Payment,N/A,Monday,Breakfast,Gluten-free,does not report
2749,C142,2025-11-22,Dine-In,Food,Grilled Chicken,2,16.09,32.18,Card,22,Saturday,Lunch,Extra napkins,Ana
2750,C142,2025-12-01,Dine-In,Food,Pasta Alfredo,4,17.12,68.48,Card,22,Monday,Lunch,Extra napkins,Valeria
2751,C142,2025-02-01,Dine-In,Food,Pasta Alfredo,4,17.12,68.48,Cash,19,Saturday,Breakfast,None,Carlos
2752,C142,2025-08-18,Takeaway,Beverage,Cappuccino,3,16.79,50.37,Mobile Payment,N/A,Monday,Lunch,None,does not report
2753,C142,2025-04-02,Dine-In,Food,Grilled Chicken,3,13.75,41.25,Card,8,Wednesday,Lunch,Less sugar,Ana
2754,C142,2025-07-11,Delivery,Beverage,Green Smoothie,2,17.26,34.52,Cash,N/A,Friday,Dinner,None,does not report
2755,C142,2025-10-24,Delivery,Food,Grilled Chicken,3,12.25,36.75,Card,N/A,Friday,Dinner,Extra napkins,does not report
2756,C142,2025-05-10,Takeaway,Food,Sushi Roll,4,16.11,64.44,Cash,N/A,Saturday,Dinner,Less sugar,does not report
2757,C142,2025-06-18,Dine-In,Food,Pasta Alfredo,3,13.25,39.75,Mobile Payment,30,Wednesday,Breakfast,Extra napkins,Miguel
2758,C142,2025-09-10,Delivery,Food,Beef Burger,4,13.99,55.96,Card,N/A,Wednesday,Dinner,No onions,does not report
2759,C142,2025-07-01,Delivery,Beverage,Cappuccino,2,19.33,38.66,Mobile Payment,N/A,Tuesday,Lunch,No onions,does not report
2760,C142,2025-01-25,Dine-In,Beverage,Fresh Orange Juice,3,16.79,50.37,Cash,23,Saturday,Breakfast,Less sugar,Juan
2761,C142,2025-10-15,Delivery,Food,Caesar Salad,4,13.43,53.72,Mobile Payment,N/A,Wednesday,Lunch,Less sugar,does not report
2762,C142,2025-03-26,Delivery,Food,Caesar Salad,3,18.29,54.87,Card,N/A,Wednesday,Dinner,No onions,does not report
2763,C142,2025-04-12,Dine-In,Food,Margherita Pizza,3,18.74,56.22,Cash,3,Saturday,Dinner,Gluten-free,Valeria
2764,C142,2025-04-27,Dine-In,Beverage,Green Smoothie,2,13.33,26.66,Mobile Payment,9,Sunday,Breakfast,No onions,Valeria
2765,C142,2025-05-19,Delivery,Beverage,Cappuccino,2,16.76,33.52,Cash,N/A,Monday,Dinner,None,does not report
2766,C142,2025-07-16,Dine-In,Beverage,Iced Tea,3,12.94,38.82,Card,28,Wednesday,Lunch,Less sugar,Carlos
2767,C142,2025-03-18,Dine-In,Beverage,Mineral Water,3,17.06,51.18,Card,29,Tuesday,Breakfast,None,Miguel
2768,C142,2025-03-27,Dine-In,Food,Sushi Roll,2,19.42,38.84,Cash,25,Thursday,Dinner,Gluten-free,Ana
2769,C142,2025-04-10,Delivery,Food,Margherita Pizza,3,14.72,44.16,Cash,N/A,Thursday,Breakfast,None,does not report
2770,C142,2025-01-09,Dine-In,Beverage,Cappuccino,3,18.74,56.22,Card,6,Thursday,Dinner,No onions,Ana
2771,C147,2025-04-22,Dine-In,Food,Sushi Roll,2,13.95,27.9,Cash,1,Tuesday,Dinner,Extra napkins,Juan
2772,C147,2025-10-27,Dine-In,Food,Caesar Salad,3,17.39,52.17,Card,7,Monday,Dinner,None,Miguel
2773,C147,2025-05-13,Delivery,Beverage,Mineral Water,3,16.04,48.12,Mobile Payment,N/A,Tuesday,Lunch,Less sugar,does not report
2774,C147,2025-11-30,Delivery,Beverage,Latte,2,16.09,32.18,Mobile Payment,N/A,Sunday,Breakfast,Extra napkins,does not report
2775,C147,2025-03-18,Dine-In,Beverage,Latte,4,18.13,72.52,Mobile Payment,5,Tuesday,Lunch,No onions,Ana
2776,C147,2025-06-25,Dine-In,Food,Margherita Pizza,2,15.37,30.74,Cash,7,Wednesday,Breakfast,Gluten-free,Carlos
2777,C147,2025-07-04,Dine-In,Food,Margherita Pizza,2,18.88,37.76,Mobile Payment,7,Friday,Dinner,None,Juan
2778,C147,2025-08-01,Dine-In,Food,Caesar Salad,3,15.92,47.76,Mobile Payment,3,Friday,Dinner,Less sugar,Miguel
2779,C147,2025-12-10,Dine-In,Beverage,Latte,3,18.13,54.39,Cash,23,Wednesday,Dinner,Extra napkins,Valeria
2780,C147,2025-09-12,Dine-In,Beverage,Latte,3,17.34,52.02,Cash,3,Friday,Dinner,No onions,Juan
2781,C147,2025-02-24,Delivery,Food,Veggie Sandwich,4,13.32,53.28,Cash,N/A,Monday,Lunch,None,does not report
2782,C147,2025-12-31,Dine-In,Beverage,Cappuccino,3,16.65,49.95,Card,18,Wednesday,Dinner,Less sugar,Juan
2783,C147,2025-10-24,Delivery,Beverage,Mojito,2,16.64,33.28,Cash,N/A,Friday,Lunch,Gluten-free,does not report
2784,C147,2025-08-12,Dine-In,Food,Grilled Chicken,3,12.72,38.16,Card,17,Tuesday,Breakfast,None,Carlos
2785,C147,2025-07-05,Delivery,Food,Veggie Sandwich,2,19.87,39.74,Mobile Payment,N/A,Saturday,Lunch,Gluten-free,does not report
2786,C147,2025-08-09,Dine-In,Food,Caesar Salad,2,19.04,38.08,Card,6,Saturday,Lunch,No onions,Valeria
2787,C147,2025-04-16,Takeaway,Beverage,Mineral Water,4,14.04,56.16,Card,N/A,Wednesday,Dinner,No onions,does not report
2788,C147,2025-06-12,Delivery,Food,Caesar Salad,3,15.64,46.92,Cash,N/A,Thursday,Lunch,None,does not report
2789,C147,2025-02-10,Takeaway,Beverage,Cappuccino,3,14.85,44.55,Card,N/A,Monday,Dinner,None,does not report
2790,C147,2025-03-03,Delivery,Beverage,Latte,2,15.13,30.26,Card,N/A,Monday,Breakfast,None,does not report
2791,C147,2025-11-07,Takeaway,Beverage,Mineral Water,4,18.1,72.4,Mobile Payment,N/A,Friday,Dinner,Extra napkins,does not report
2792,C147,2025-12-03,Dine-In,Food,Pasta Alfredo,2,14.52,29.04,Card,24,Wednesday,Lunch,None,Miguel
2793,C147,2025-03-29,Delivery,Beverage,Mojito,3,17.63,52.89,Mobile Payment,N/A,Saturday,Lunch,Less sugar,does not report
2794,C147,2025-04-04,Dine-In,Beverage,Iced Tea,2,12.61,25.22,Mobile Payment,29,Friday,Lunch,Gluten-free,Valeria
2795,C147,2025-06-25,Dine-In,Food,Pasta Alfredo,4,15.71,62.84,Mobile Payment,26,Wednesday,Lunch,None,Ana
2796,C147,2025-06-17,Dine-In,Beverage,Cappuccino,2,16.65,33.3,Card,29,Tuesday,Lunch,None,Miguel
2797,C147,2025-09-09,Dine-In,Beverage,Iced Tea,4,19.82,79.28,Card,29,Tuesday,Lunch,Extra napkins,Valeria
2798,C147,2025-02-16,Takeaway,Food,Caesar Salad,2,12.88,25.76,Card,N/A,Sunday,Dinner,No onions,does not report
2799,C147,2025-11-21,Dine-In,Food,Margherita Pizza,3,18.58,55.74,Mobile Payment,25,Friday,Dinner,Gluten-free,Valeria
2800,C147,2025-06-18,Dine-In,Beverage,Fresh Orange Juice,3,13.58,40.74,Card,18,Wednesday,Lunch,Less sugar,Carlos
2801,C147,2025-09-18,Delivery,Beverage,Iced Tea,2,17.07,34.14,Mobile Payment,N/A,Thursday,Dinner,None,does not report
2802,C147,2025-02-27,Dine-In,Beverage,Mojito,4,12.46,49.84,Card,26,Thursday,Breakfast,None,Valeria
2803,C147,2025-03-28,Takeaway,Food,Veggie Sandwich,2,15.03,30.06,Mobile Payment,N/A,Friday,Lunch,None,does not report
2804,C147,2025-03-18,Delivery,Beverage,Latte,4,15.13,60.52,Mobile Payment,N/A,Tuesday,Dinner,None,does not report
2805,C147,2025-10-30,Takeaway,Food,Grilled Chicken,3,16.09,48.27,Mobile Payment,N/A,Thursday,Breakfast,Extra napkins,does not report
2806,C147,2025-10-20,Delivery,Food,Veggie Sandwich,2,17.83,35.66,Card,N/A,Monday,Dinner,None,does not report
2807,C147,2025-10-05,Takeaway,Food,Veggie Sandwich,4,12.53,50.12,Card,N/A,Sunday,Lunch,Gluten-free,does not report
2808,C147,2025-07-08,Takeaway,Beverage,Iced Tea,4,17.44,69.76,Mobile Payment,N/A,Tuesday,Dinner,None,does not report
2809,C163,2025-08-16,Dine-In,Beverage,Iced Tea,4,16.68,66.72,Cash,30,Saturday,Breakfast,No onions,Valeria
2810,C163,2025-12-21,Delivery,Beverage,Cappuccino,4,14.85,59.4,Card,N/A,Sunday,Breakfast,Extra napkins,does not report
2811,C163,2025-11-09,Dine-In,Beverage,Mineral Water,3,17.32,51.96,Mobile Payment,5,Sunday,Dinner,Gluten-free,Ana
2812,C163,2025-02-22,Dine-In,Beverage,Iced Tea,3,12.61,37.83,Card,16,Saturday,Dinner,None,Juan
2813,C163,2025-06-09,Takeaway,Beverage,Cappuccino,4,13.51,54.04,Cash,N/A,Monday,Breakfast,None,does not report
2814,C163,2025-01-28,Dine-In,Beverage,Latte,2,16.09,32.18,Card,23,Tuesday,Dinner,Less sugar,Carlos
2815,C163,2025-04-25,Dine-In,Food,Grilled Chicken,3,12.25,36.75,Cash,7,Friday,Lunch,No onions,Carlos
2816,C163,2025-03-07,Delivery,Food,Grilled Chicken,3,15.3,45.9,Cash,N/A,Friday,Dinner,None,does not report
2817,C163,2025-09-10,Dine-In,Food,Grilled Chicken,2,15.3,30.6,Cash,16,Wednesday,Breakfast,None,Ana
2818,C163,2025-07-10,Delivery,Food,Pasta Alfredo,4,12.82,51.28,Cash,N/A,Thursday,Lunch,Gluten-free,does not report
2819,C163,2025-10-20,Dine-In,Food,Margherita Pizza,2,16.86,33.72,Card,16,Monday,Dinner,None,Juan
2820,C163,2025-02-07,Dine-In,Food,Veggie Sandwich,2,16.52,33.04,Card,22,Friday,Lunch,Gluten-free,Ana
2821,C163,2025-04-04,Dine-In,Food,Grilled Chicken,3,12.25,36.75,Cash,18,Friday,Breakfast,None,Carlos
2822,C163,2025-02-16,Dine-In,Food,Margherita Pizza,3,13.39,40.17,Card,24,Sunday,Breakfast,None,Ana
